date,nav
2025-10-29,1.1523812171742793
2025-10-30,1.1482105325547667
2025-10-31,1.1430525594740282
2025-11-03,1.14665789392681
2025-11-04,1.1406335761916018
2025-11-05,1.1458881894558963
2025-11-06,1.1553115531260585
2025-11-07,1.1555516198891684
2025-11-10,1.1544394416642543
2025-11-11,1.1511428122775613
2025-11-12,1.1473957851276908
2025-11-13,1.158394745106535
2025-11-14,1.1515007634477532
2025-11-17,1.1518843823523677
2025-11-18,1.1411297504607265
2025-11-19,1.1425294116244775
2025-11-20,1.1376647944617564
2025-11-21,1.1179383849164755
2025-11-24,1.1173341407767368
2025-11-25,1.1239030258146463
2025-11-26,1.1241092014497274
2025-11-27,1.125283769523881
2025-11-28,1.130254159353892
2025-12-01,1.133434923098518
2025-12-02,1.1322713601408847
2025-12-03,1.1290749441370214
2025-12-04,1.1257461328703173
2025-12-05,1.1300728766312567
2025-12-08,1.1334497491178526
2025-12-09,1.1339570211550207
2025-12-10,1.1319499757973588
2025-12-11,1.1261233432445024
2025-12-12,1.1255682587251543
2025-12-15,1.1245417318427742
2025-12-16,1.1165889747479174
2025-12-17,1.1224410469927228
2025-12-18,1.1223882467125694
2025-12-19,1.1261283837100424
2025-12-22,1.131217241658237
2025-12-23,1.132988049772028
2025-12-24,1.1366707176886208
2025-12-25,1.1370005605384925
2025-12-26,1.1386099340386353
2025-12-29,1.1388738329888712
2025-12-30,1.1423158085106706
2025-12-31,1.140284126867146
