date,nav
2025-04-24,0.9753144062373896
2025-04-25,0.97672656358208
2025-04-28,0.9727384661365657
2025-04-29,0.9774291730843756
2025-04-30,0.9785343425110306
2025-05-06,0.9845912353439411
2025-05-07,0.992291596052657
2025-05-08,0.9945121183461105
2025-05-09,0.9970471816641076
2025-05-12,0.9972340010165782
2025-05-13,1.0035361859651115
2025-05-14,1.009648313725855
2025-05-15,1.0155031940280048
2025-05-16,1.0098561845145093
2025-05-19,1.0157958484878074
2025-05-20,1.0287000397876178
2025-05-21,1.0265901550966632
2025-05-22,1.018688493482969
2025-05-23,1.004587711468105
2025-05-26,1.0061038350492955
2025-05-27,1.010487064335826
2025-05-28,1.0092732590276354
2025-05-29,1.0102513255191488
2025-05-30,1.0078876967119694
2025-06-03,1.0202414061472747
2025-06-04,1.0280939626994312
2025-06-05,1.0212500548175576
2025-06-06,1.0185082452927288
2025-06-09,1.0318018319307098
2025-06-10,1.0259096031037775
2025-06-11,1.0287925609850712
2025-06-12,1.0312727532189039
2025-06-13,1.022163535682943
2025-06-16,1.023341487967466
2025-06-17,1.0189995981252293
2025-06-18,1.0178273185359514
2025-06-19,1.0020155124181611
2025-06-20,0.998693683801652
2025-06-23,1.0112553019002697
2025-06-24,1.0198398283063073
2025-06-25,1.0326077360071637
2025-06-26,1.033621865737662
2025-06-27,1.0327179480644988
2025-06-30,1.0470788763524146
2025-07-01,1.0508534116860881
2025-07-02,1.0449740616254264
2025-07-03,1.0495164976363702
2025-07-04,1.0471555993918369
2025-07-07,1.0458594920395508
2025-07-08,1.0571327139396085
2025-07-09,1.0505840129509167
2025-07-10,1.0564386499214218
2025-07-11,1.0619075819869301
2025-07-14,1.0617435533419954
2025-07-15,1.0651479679389153
2025-07-16,1.062218296350182
2025-07-17,1.0742274366257438
2025-07-18,1.0816740128690532
2025-07-21,1.0891787055591169
2025-07-22,1.090606883724528
2025-07-23,1.0894705671452276
2025-07-24,1.1003870266698461
2025-07-25,1.0983893525945583
2025-07-28,1.107469869065672
2025-07-29,1.1137692890463151
2025-07-30,1.1084496118974188
2025-07-31,1.0938452943171284
2025-08-01,1.0855810655260807
2025-08-04,1.0874797708319242
2025-08-05,1.0969527116021305
2025-08-06,1.0966380272783414
2025-08-07,1.092794515879264
2025-08-08,1.095837063351806
2025-08-11,1.107954243598043
2025-08-12,1.110983339291989
2025-08-13,1.1299016855038413
2025-08-14,1.1176090876280798
2025-08-15,1.1351400165045373
2025-08-18,1.1536927009629363
2025-08-19,1.1518672512250538
2025-08-20,1.1585659920795757
2025-08-21,1.159304818898596
2025-08-22,1.1789496972198736
2025-08-25,1.2089737972289043
2025-08-26,1.1984530063068204
2025-08-27,1.1770797292616617
2025-08-28,1.1998379208900625
2025-08-29,1.2036657499724057
2025-09-01,1.239184527904159
2025-09-02,1.2096339290181788
2025-09-03,1.2161054805007636
2025-09-04,1.1623113110738363
2025-09-05,1.22130440182564
2025-09-08,1.211426751764343
2025-09-09,1.2011762836287536
2025-09-10,1.2063127474896198
2025-09-11,1.2543112537261256
2025-09-12,1.2512045729948493
2025-09-15,1.2463347273948973
2025-09-16,1.2587417751943786
2025-09-17,1.2732246470435682
2025-09-18,1.2560885946943119
2025-09-19,1.2567086488261898
2025-09-22,1.2707840682043152
2025-09-23,1.264339172097648
2025-09-24,1.2827578210212371
2025-09-25,1.2932565243154643
2025-09-26,1.2715569722247648
2025-09-29,1.3007990582914477
2025-09-30,1.3091826258654709
2025-10-09,1.3394806329824576
2025-10-10,1.3045236465342054
2025-10-13,1.3084084796786342
2025-10-14,1.2750240194658897
2025-10-15,1.2966306815250657
2025-10-16,1.2843552615616953
2025-10-17,1.2429911475643007
2025-10-20,1.2518341449523023
2025-10-21,1.279552311022707
2025-10-22,1.2737734916769843
2025-10-23,1.2728453693968034
2025-10-24,1.294542849739269
2025-10-27,1.3128930833491115
2025-10-28,1.3025070149576707
2025-10-29,1.3333843155894973
2025-10-30,1.3213198933001338
2025-10-31,1.3064808628099625
2025-11-03,1.316782883542842
2025-11-04,1.2994875801206947
2025-11-05,1.3144536148267894
2025-11-06,1.341477574393808
2025-11-07,1.3421744517387066
2025-11-10,1.3389449612218676
2025-11-11,1.3293861980095565
2025-11-12,1.3185681524041868
2025-11-13,1.3501677070775948
2025-11-14,1.3300794956794666
2025-11-17,1.3311872753166571
2025-11-18,1.3001155172821601
2025-11-19,1.3041021831218582
2025-11-20,1.290220794604829
2025-11-21,1.2342917021293645
2025-11-24,1.2326238697653393
2025-11-25,1.2507405731756616
2025-11-26,1.2513141818991755
2025-11-27,1.2545828894386637
2025-11-28,1.2684366528258537
2025-12-01,1.2773607458811043
2025-12-02,1.2740824596355673
2025-12-03,1.265090583422002
2025-12-04,1.2557660301464109
2025-12-05,1.267832200478886
2025-12-08,1.2773035092854914
2025-12-09,1.2787326426761456
2025-12-10,1.2730744158512
2025-12-11,1.25669176424952
2025-12-12,1.2551431547030796
2025-12-15,1.2522814042504737
2025-12-16,1.230141074682423
2025-12-17,1.2462590791656067
2025-12-18,1.2461125172844727
2025-12-19,1.256493576473574
2025-12-22,1.2706884884746985
2025-12-23,1.2756613296820019
2025-12-24,1.2860273636666573
2025-12-25,1.2869603227990682
2025-12-26,1.2915144099102192
2025-12-29,1.2922627550783066
2025-12-30,1.3020266477981863
2025-12-31,1.2962373038619404
