ts_code,trade_date,pb
801010.SI,20221010,3.4
801010.SI,20221011,3.41
801010.SI,20221012,3.48
801010.SI,20221013,3.53
801010.SI,20221014,3.52
801010.SI,20221017,3.54
801010.SI,20221018,3.54
801010.SI,20221019,3.42
801010.SI,20221020,3.39
801010.SI,20221021,3.38
801010.SI,20221024,3.29
801010.SI,20221025,3.18
801010.SI,20221026,3.02
801010.SI,20221027,3.03
801010.SI,20221028,2.89
801010.SI,20221031,2.87
801010.SI,20221101,2.97
801010.SI,20221102,2.98
801010.SI,20221103,2.98
801010.SI,20221104,3.02
801010.SI,20221107,3.05
801010.SI,20221108,3.03
801010.SI,20221109,3.0
801010.SI,20221110,3.02
801010.SI,20221111,3.04
801010.SI,20221114,3.04
801010.SI,20221115,3.05
801010.SI,20221116,3.04
801010.SI,20221117,3.06
801010.SI,20221118,3.01
801010.SI,20221121,3.01
801010.SI,20221122,2.97
801010.SI,20221123,2.95
801010.SI,20221124,2.95
801010.SI,20221125,2.97
801010.SI,20221128,2.96
801010.SI,20221129,2.99
801010.SI,20221130,3.02
801010.SI,20221201,3.06
801010.SI,20221202,3.1
801010.SI,20221205,3.12
801010.SI,20221206,3.14
801010.SI,20221207,3.16
801010.SI,20221208,3.08
801010.SI,20221209,3.07
801010.SI,20221212,3.05
801010.SI,20221213,3.13
801010.SI,20221214,3.13
801010.SI,20221215,3.1
801010.SI,20221216,3.1
801010.SI,20221219,3.02
801010.SI,20221220,2.96
801010.SI,20221221,3.0
801010.SI,20221222,3.04
801010.SI,20221223,3.02
801010.SI,20221226,3.04
801010.SI,20221227,3.12
801010.SI,20221228,3.06
801010.SI,20221229,3.04
801010.SI,20221230,3.09
801010.SI,20230103,3.06
801010.SI,20230104,3.06
801010.SI,20230105,3.07
801010.SI,20230106,3.05
801010.SI,20230109,3.1
801010.SI,20230110,3.09
801010.SI,20230111,3.08
801010.SI,20230112,3.06
801010.SI,20230113,3.14
801010.SI,20230116,3.2
801010.SI,20230117,3.18
801010.SI,20230118,3.15
801010.SI,20230119,3.15
801010.SI,20230120,3.16
801010.SI,20230130,3.17
801010.SI,20230131,3.2
801010.SI,20230201,3.25
801010.SI,20230202,3.26
801010.SI,20230203,3.24
801010.SI,20230206,3.25
801010.SI,20230207,3.23
801010.SI,20230208,3.2
801010.SI,20230209,3.21
801010.SI,20230210,3.22
801010.SI,20230213,3.22
801010.SI,20230214,3.2
801010.SI,20230215,3.17
801010.SI,20230216,3.13
801010.SI,20230217,3.13
801010.SI,20230220,3.17
801010.SI,20230221,3.2
801010.SI,20230222,3.22
801010.SI,20230223,3.22
801010.SI,20230224,3.21
801010.SI,20230227,3.2
801010.SI,20230228,3.21
801010.SI,20230301,3.22
801010.SI,20230302,3.2
801010.SI,20230303,3.2
801010.SI,20230306,3.22
801010.SI,20230307,3.14
801010.SI,20230308,3.13
801010.SI,20230309,3.11
801010.SI,20230310,3.08
801010.SI,20230313,3.11
801010.SI,20230314,3.17
801010.SI,20230315,3.18
801010.SI,20230316,3.1
801010.SI,20230317,3.09
801010.SI,20230320,3.04
801010.SI,20230321,3.06
801010.SI,20230322,3.06
801010.SI,20230323,3.06
801010.SI,20230324,3.07
801010.SI,20230327,3.09
801010.SI,20230328,3.12
801010.SI,20230329,3.07
801010.SI,20230330,3.09
801010.SI,20230331,3.14
801010.SI,20230403,3.17
801010.SI,20230404,3.23
801010.SI,20230406,3.22
801010.SI,20230407,3.19
801010.SI,20230410,3.16
801010.SI,20230411,3.16
801010.SI,20230412,3.12
801010.SI,20230413,3.11
801010.SI,20230414,3.09
801010.SI,20230417,3.11
801010.SI,20230418,3.1
801010.SI,20230419,3.1
801010.SI,20230420,3.07
801010.SI,20230421,3.04
801010.SI,20230424,2.99
801010.SI,20230425,2.98
801010.SI,20230426,2.98
801010.SI,20230427,2.96
801010.SI,20230428,2.9
801010.SI,20230504,2.9
801010.SI,20230505,2.87
801010.SI,20230508,2.85
801010.SI,20230509,2.86
801010.SI,20230510,2.84
801010.SI,20230511,2.85
801010.SI,20230512,2.83
801010.SI,20230515,2.82
801010.SI,20230516,2.81
801010.SI,20230517,2.81
801010.SI,20230518,2.75
801010.SI,20230519,2.76
801010.SI,20230522,2.78
801010.SI,20230523,2.75
801010.SI,20230524,2.73
801010.SI,20230525,2.69
801010.SI,20230526,2.69
801010.SI,20230529,2.66
801010.SI,20230530,2.65
801010.SI,20230531,2.62
801010.SI,20230601,2.63
801010.SI,20230602,2.65
801010.SI,20230605,2.63
801010.SI,20230606,2.59
801010.SI,20230607,2.6
801010.SI,20230608,2.66
801010.SI,20230609,2.66
801010.SI,20230612,2.67
801010.SI,20230613,2.66
801010.SI,20230614,2.66
801010.SI,20230615,2.67
801010.SI,20230616,2.7
801010.SI,20230619,2.69
801010.SI,20230620,2.68
801010.SI,20230621,2.65
801010.SI,20230626,2.63
801010.SI,20230627,2.65
801010.SI,20230628,2.64
801010.SI,20230629,2.66
801010.SI,20230630,2.69
801010.SI,20230703,2.7
801010.SI,20230704,2.7
801010.SI,20230705,2.66
801010.SI,20230706,2.67
801010.SI,20230707,2.71
801010.SI,20230710,2.71
801010.SI,20230711,2.71
801010.SI,20230712,2.71
801010.SI,20230713,2.73
801010.SI,20230714,2.72
801010.SI,20230717,2.74
801010.SI,20230718,2.75
801010.SI,20230719,2.76
801010.SI,20230720,2.74
801010.SI,20230721,2.78
801010.SI,20230724,2.74
801010.SI,20230725,2.73
801010.SI,20230726,2.74
801010.SI,20230727,2.76
801010.SI,20230728,2.78
801010.SI,20230731,2.85
801010.SI,20230801,2.81
801010.SI,20230802,2.77
801010.SI,20230803,2.79
801010.SI,20230804,2.78
801010.SI,20230807,2.8
801010.SI,20230808,2.79
801010.SI,20230809,2.76
801010.SI,20230810,2.77
801010.SI,20230811,2.7
801010.SI,20230814,2.68
801010.SI,20230815,2.67
801010.SI,20230816,2.66
801010.SI,20230817,2.68
801010.SI,20230818,2.66
801010.SI,20230821,2.62
801010.SI,20230822,2.62
801010.SI,20230823,2.61
801010.SI,20230824,2.66
801010.SI,20230825,2.66
801010.SI,20230828,2.69
801010.SI,20230829,2.71
801010.SI,20230830,2.68
801010.SI,20230831,2.71
801010.SI,20230901,2.73
801010.SI,20230904,2.75
801010.SI,20230905,2.73
801010.SI,20230906,2.72
801010.SI,20230907,2.69
801010.SI,20230908,2.67
801010.SI,20230911,2.7
801010.SI,20230912,2.74
801010.SI,20230913,2.71
801010.SI,20230914,2.69
801010.SI,20230915,2.69
801010.SI,20230918,2.7
801010.SI,20230919,2.7
801010.SI,20230920,2.72
801010.SI,20230921,2.67
801010.SI,20230922,2.7
801010.SI,20230925,2.7
801010.SI,20230926,2.69
801010.SI,20230927,2.69
801010.SI,20230928,2.65
801010.SI,20231009,2.6
801010.SI,20231010,2.62
801010.SI,20231011,2.6
801010.SI,20231012,2.62
801010.SI,20231013,2.59
801010.SI,20231016,2.59
801010.SI,20231017,2.59
801010.SI,20231018,2.58
801010.SI,20231019,2.5
801010.SI,20231020,2.48
801010.SI,20231023,2.45
801010.SI,20231024,2.48
801010.SI,20231025,2.52
801010.SI,20231026,2.52
801010.SI,20231027,2.58
801010.SI,20231030,2.65
801010.SI,20231031,2.64
801010.SI,20231101,2.65
801010.SI,20231102,2.63
801010.SI,20231103,2.64
801010.SI,20231106,2.63
801010.SI,20231107,2.64
801010.SI,20231108,2.63
801010.SI,20231109,2.62
801010.SI,20231110,2.63
801010.SI,20231113,2.64
801010.SI,20231114,2.65
801010.SI,20231115,2.64
801010.SI,20231116,2.62
801010.SI,20231117,2.63
801010.SI,20231120,2.68
801010.SI,20231121,2.67
801010.SI,20231122,2.68
801010.SI,20231123,2.69
801010.SI,20231124,2.71
801010.SI,20231127,2.72
801010.SI,20231128,2.71
801010.SI,20231129,2.7
801010.SI,20231130,2.71
801010.SI,20231201,2.68
801010.SI,20231204,2.7
801010.SI,20231205,2.68
801010.SI,20231206,2.74
801010.SI,20231207,2.74
801010.SI,20231208,2.69
801010.SI,20231211,2.71
801010.SI,20231212,2.71
801010.SI,20231213,2.67
801010.SI,20231214,2.65
801010.SI,20231215,2.66
801010.SI,20231218,2.65
801010.SI,20231219,2.64
801010.SI,20231220,2.61
801010.SI,20231221,2.61
801010.SI,20231222,2.61
801010.SI,20231225,2.61
801010.SI,20231226,2.59
801010.SI,20231227,2.66
801010.SI,20231228,2.66
801010.SI,20231229,2.69
801010.SI,20240102,2.7
801010.SI,20240103,2.68
801010.SI,20240104,2.66
801010.SI,20240105,2.62
801010.SI,20240108,2.56
801010.SI,20240109,2.56
801010.SI,20240110,2.54
801010.SI,20240111,2.58
801010.SI,20240112,2.6
801010.SI,20240115,2.57
801010.SI,20240116,2.58
801010.SI,20240117,2.52
801010.SI,20240118,2.51
801010.SI,20240119,2.48
801010.SI,20240122,2.38
801010.SI,20240123,2.38
801010.SI,20240124,2.4
801010.SI,20240125,2.45
801010.SI,20240126,2.46
801010.SI,20240129,2.43
801010.SI,20240130,2.39
801010.SI,20240131,2.34
801010.SI,20240201,2.33
801010.SI,20240202,2.31
801010.SI,20240205,2.25
801010.SI,20240206,2.3
801010.SI,20240207,2.34
801010.SI,20240208,2.39
801010.SI,20240219,2.38
801010.SI,20240220,2.41
801010.SI,20240221,2.42
801010.SI,20240222,2.44
801010.SI,20240223,2.45
801010.SI,20240226,2.46
801010.SI,20240227,2.5
801010.SI,20240228,2.45
801010.SI,20240229,2.47
801010.SI,20240301,2.44
801010.SI,20240304,2.43
801010.SI,20240305,2.45
801010.SI,20240306,2.44
801010.SI,20240307,2.44
801010.SI,20240308,2.43
801010.SI,20240311,2.46
801010.SI,20240312,2.49
801010.SI,20240313,2.44
801010.SI,20240314,2.42
801010.SI,20240315,2.43
801010.SI,20240318,2.45
801010.SI,20240319,2.5
801010.SI,20240320,2.52
801010.SI,20240321,2.59
801010.SI,20240322,2.54
801010.SI,20240325,2.5
801010.SI,20240326,2.51
801010.SI,20240327,2.48
801010.SI,20240328,2.47
801010.SI,20240329,2.53
801010.SI,20240401,2.59
801010.SI,20240402,2.57
801010.SI,20240403,2.61
801010.SI,20240408,2.59
801010.SI,20240409,2.58
801010.SI,20240410,2.53
801010.SI,20240411,2.5
801010.SI,20240412,2.45
801010.SI,20240415,2.43
801010.SI,20240416,2.38
801010.SI,20240417,2.42
801010.SI,20240418,2.44
801010.SI,20240419,2.43
801010.SI,20240422,2.49
801010.SI,20240423,2.48
801010.SI,20240424,2.47
801010.SI,20240425,2.48
801010.SI,20240426,2.5
801010.SI,20240429,2.56
801010.SI,20240430,2.57
801010.SI,20240506,2.6
801010.SI,20240507,2.61
801010.SI,20240508,2.67
801010.SI,20240509,2.7
801010.SI,20240510,2.71
801010.SI,20240513,2.73
801010.SI,20240514,2.74
801010.SI,20240515,2.7
801010.SI,20240516,2.71
801010.SI,20240517,2.75
801010.SI,20240520,2.81
801010.SI,20240521,2.81
801010.SI,20240522,2.79
801010.SI,20240523,2.75
801010.SI,20240524,2.76
801010.SI,20240527,2.77
801010.SI,20240528,2.73
801010.SI,20240529,2.73
801010.SI,20240530,2.7
801010.SI,20240531,2.68
801010.SI,20240603,2.68
801010.SI,20240604,2.69
801010.SI,20240605,2.64
801010.SI,20240606,2.59
801010.SI,20240607,2.62
801010.SI,20240611,2.6
801010.SI,20240612,2.59
801010.SI,20240613,2.52
801010.SI,20240614,2.54
801010.SI,20240617,2.51
801010.SI,20240618,2.5
801010.SI,20240619,2.47
801010.SI,20240620,2.45
801010.SI,20240621,2.45
801010.SI,20240624,2.39
801010.SI,20240625,2.39
801010.SI,20240626,2.4
801010.SI,20240627,2.39
801010.SI,20240628,2.38
801010.SI,20240701,2.45
801010.SI,20240702,2.43
801010.SI,20240703,2.42
801010.SI,20240704,2.37
801010.SI,20240705,2.39
801010.SI,20240708,2.37
801010.SI,20240709,2.32
801010.SI,20240710,2.34
801010.SI,20240711,2.36
801010.SI,20240712,2.34
801010.SI,20240715,2.38
801010.SI,20240716,2.4
801010.SI,20240717,2.42
801010.SI,20240718,2.42
801010.SI,20240719,2.43
801010.SI,20240722,2.4
801010.SI,20240723,2.34
801010.SI,20240724,2.3
801010.SI,20240725,2.31
801010.SI,20240726,2.32
801010.SI,20240729,2.29
801010.SI,20240730,2.32
801010.SI,20240731,2.38
801010.SI,20240801,2.36
801010.SI,20240802,2.38
801010.SI,20240805,2.36
801010.SI,20240806,2.38
801010.SI,20240807,2.34
801010.SI,20240808,2.37
801010.SI,20240809,2.35
801010.SI,20240812,2.36
801010.SI,20240813,2.37
801010.SI,20240814,2.33
801010.SI,20240815,2.34
801010.SI,20240816,2.3
801010.SI,20240819,2.28
801010.SI,20240820,2.22
801010.SI,20240821,2.18
801010.SI,20240822,2.15
801010.SI,20240823,2.14
801010.SI,20240826,2.16
801010.SI,20240827,2.1
801010.SI,20240828,2.12
801010.SI,20240829,2.13
801010.SI,20240830,2.17
801010.SI,20240902,2.15
801010.SI,20240903,2.17
801010.SI,20240904,2.14
801010.SI,20240905,2.15
801010.SI,20240906,2.13
801010.SI,20240909,2.14
801010.SI,20240910,2.12
801010.SI,20240911,2.1
801010.SI,20240912,2.08
801010.SI,20240913,2.07
801010.SI,20240918,2.02
801010.SI,20240919,2.08
801010.SI,20240920,2.06
801010.SI,20240923,2.05
801010.SI,20240924,2.15
801010.SI,20240925,2.16
801010.SI,20240926,2.26
801010.SI,20240927,2.38
801010.SI,20240930,2.6
801010.SI,20241008,2.67
801010.SI,20241009,2.43
801010.SI,20241010,2.49
801010.SI,20241011,2.4
801010.SI,20241014,2.44
801010.SI,20241015,2.39
801010.SI,20241016,2.38
801010.SI,20241017,2.34
801010.SI,20241018,2.4
801010.SI,20241021,2.43
801010.SI,20241022,2.49
801010.SI,20241023,2.44
801010.SI,20241024,2.41
801010.SI,20241025,2.43
801010.SI,20241028,2.49
801010.SI,20241029,2.44
801010.SI,20241030,2.43
801010.SI,20241031,2.42
801010.SI,20241101,2.4
801010.SI,20241104,2.42
801010.SI,20241105,2.46
801010.SI,20241106,2.51
801010.SI,20241107,2.58
801010.SI,20241108,2.55
801010.SI,20241111,2.53
801010.SI,20241112,2.51
801010.SI,20241113,2.5
801010.SI,20241114,2.44
801010.SI,20241115,2.39
801010.SI,20241118,2.36
801010.SI,20241119,2.39
801010.SI,20241120,2.41
801010.SI,20241121,2.41
801010.SI,20241122,2.33
801010.SI,20241125,2.34
801010.SI,20241126,2.35
801010.SI,20241127,2.37
801010.SI,20241128,2.38
801010.SI,20241129,2.4
801010.SI,20241202,2.44
801010.SI,20241203,2.45
801010.SI,20241204,2.41
801010.SI,20241205,2.4
801010.SI,20241206,2.42
801010.SI,20241209,2.39
801010.SI,20241210,2.41
801010.SI,20241211,2.46
801010.SI,20241212,2.51
801010.SI,20241213,2.46
801010.SI,20241216,2.45
801010.SI,20241217,2.41
801010.SI,20241218,2.39
801010.SI,20241219,2.38
801010.SI,20241220,2.37
801010.SI,20241223,2.32
801010.SI,20241224,2.34
801010.SI,20241225,2.31
801010.SI,20241226,2.31
801010.SI,20241227,2.36
801010.SI,20241230,2.33
801010.SI,20241231,2.3
801010.SI,20250102,2.26
801010.SI,20250103,2.2
801010.SI,20250106,2.2
801010.SI,20250107,2.22
801010.SI,20250108,2.2
801010.SI,20250109,2.19
801010.SI,20250110,2.15
801010.SI,20250113,2.16
801010.SI,20250114,2.22
801010.SI,20250115,2.2
801010.SI,20250116,2.21
801010.SI,20250117,2.23
801010.SI,20250120,2.23
801010.SI,20250121,2.21
801010.SI,20250122,2.19
801010.SI,20250123,2.2
801010.SI,20250124,2.21
801010.SI,20250127,2.23
801010.SI,20250205,2.22
801010.SI,20250206,2.23
801010.SI,20250207,2.24
801010.SI,20250210,2.24
801010.SI,20250211,2.22
801010.SI,20250212,2.23
801010.SI,20250213,2.27
801010.SI,20250214,2.26
801010.SI,20250217,2.28
801010.SI,20250218,2.23
801010.SI,20250219,2.26
801010.SI,20250220,2.25
801010.SI,20250221,2.25
801010.SI,20250224,2.28
801010.SI,20250225,2.24
801010.SI,20250226,2.25
801010.SI,20250227,2.25
801010.SI,20250228,2.23
801010.SI,20250303,2.25
801010.SI,20250304,2.27
801010.SI,20250305,2.25
801010.SI,20250306,2.26
801010.SI,20250307,2.25
801010.SI,20250310,2.27
801010.SI,20250311,2.3
801010.SI,20250312,2.29
801010.SI,20250313,2.28
801010.SI,20250314,2.32
801010.SI,20250317,2.34
801010.SI,20250318,2.32
801010.SI,20250319,2.32
801010.SI,20250320,2.31
801010.SI,20250321,2.3
801010.SI,20250324,2.28
801010.SI,20250325,2.3
801010.SI,20250326,2.33
801010.SI,20250327,2.33
801010.SI,20250328,2.31
801010.SI,20250331,2.27
801010.SI,20250401,2.29
801010.SI,20250402,2.3
801010.SI,20250403,2.34
801010.SI,20250407,2.29
801010.SI,20250408,2.47
801010.SI,20250409,2.48
801010.SI,20250410,2.5
801010.SI,20250411,2.42
801010.SI,20250414,2.43
801010.SI,20250415,2.42
801010.SI,20250416,2.4
801010.SI,20250417,2.4
801010.SI,20250418,2.36
801010.SI,20250421,2.37
801010.SI,20250422,2.37
801010.SI,20250423,2.34
801010.SI,20250424,2.32
801010.SI,20250425,2.29
801010.SI,20250428,2.25
801010.SI,20250429,2.25
801010.SI,20250430,2.26
801010.SI,20250506,2.28
801010.SI,20250507,2.3
801010.SI,20250508,2.3
801010.SI,20250509,2.29
801010.SI,20250512,2.27
801010.SI,20250513,2.27
801010.SI,20250514,2.3
801010.SI,20250515,2.3
801010.SI,20250516,2.29
801010.SI,20250519,2.31
801010.SI,20250520,2.34
801010.SI,20250521,2.33
801010.SI,20250522,2.31
801010.SI,20250523,2.28
801010.SI,20250526,2.29
801010.SI,20250527,2.3
801010.SI,20250528,2.28
801010.SI,20250529,2.29
801010.SI,20250530,2.32
801010.SI,20250603,2.36
801010.SI,20250604,2.38
801010.SI,20250605,2.33
801010.SI,20250606,2.34
801010.SI,20250609,2.38
801010.SI,20250610,2.38
801010.SI,20250611,2.43
801010.SI,20250612,2.4
801010.SI,20250613,2.38
801010.SI,20250616,2.36
801010.SI,20250617,2.36
801010.SI,20250618,2.33
801010.SI,20250619,2.31
801010.SI,20250620,2.3
801010.SI,20250623,2.31
801010.SI,20250624,2.33
801010.SI,20250625,2.34
801010.SI,20250626,2.34
801010.SI,20250627,2.35
801010.SI,20250630,2.36
801010.SI,20250701,2.37
801010.SI,20250702,2.39
801010.SI,20250703,2.4
801010.SI,20250704,2.41
801010.SI,20250707,2.4
801010.SI,20250708,2.41
801010.SI,20250709,2.42
801010.SI,20250710,2.43
801010.SI,20250711,2.44
801010.SI,20250714,2.44
801010.SI,20250715,2.4
801010.SI,20250716,2.42
801010.SI,20250717,2.43
801010.SI,20250718,2.44
801010.SI,20250721,2.49
801010.SI,20250722,2.54
801010.SI,20250723,2.53
801010.SI,20250724,2.53
801010.SI,20250725,2.53
801010.SI,20250728,2.52
801010.SI,20250729,2.47
801010.SI,20250730,2.49
801010.SI,20250731,2.45
801010.SI,20250801,2.44
801010.SI,20250804,2.45
801010.SI,20250805,2.48
801010.SI,20250806,2.48
801010.SI,20250807,2.48
801010.SI,20250808,2.5
801010.SI,20250811,2.5
801010.SI,20250812,2.5
801010.SI,20250813,2.5
801010.SI,20250814,2.47
801010.SI,20250815,2.5
801010.SI,20250818,2.51
801010.SI,20250819,2.53
801010.SI,20250820,2.55
801010.SI,20250821,2.56
801010.SI,20250822,2.56
801010.SI,20250825,2.59
801010.SI,20250826,2.65
801010.SI,20250827,2.61
801010.SI,20250828,2.61
801010.SI,20250829,2.62
801010.SI,20250901,2.62
801010.SI,20250902,2.61
801010.SI,20250903,2.55
801010.SI,20250904,2.56
801010.SI,20250905,2.59
801010.SI,20250908,2.66
801010.SI,20250909,2.64
801010.SI,20250910,2.64
801010.SI,20250911,2.72
801010.SI,20250912,2.71
801010.SI,20250915,2.76
801010.SI,20250916,2.73
801010.SI,20250917,2.7
801010.SI,20250918,2.64
801010.SI,20250919,2.64
801010.SI,20250922,2.62
801010.SI,20250923,2.6
801010.SI,20250924,2.61
801010.SI,20250925,2.58
801010.SI,20250926,2.59
801010.SI,20250929,2.6
801010.SI,20250930,2.59
801010.SI,20251009,2.6
801010.SI,20251010,2.62
801010.SI,20251013,2.62
801010.SI,20251014,2.62
801010.SI,20251015,2.62
801010.SI,20251016,2.58
801010.SI,20251017,2.56
801010.SI,20251020,2.54
801010.SI,20251021,2.55
801010.SI,20251022,2.51
801010.SI,20251023,2.51
801010.SI,20251024,2.51
801010.SI,20251027,2.56
801010.SI,20251028,2.54
801010.SI,20251029,2.56
801010.SI,20251030,2.54
801010.SI,20251031,2.57
801010.SI,20251103,2.6
801010.SI,20251104,2.58
801010.SI,20251105,2.59
801010.SI,20251106,2.58
801010.SI,20251107,2.59
801010.SI,20251110,2.64
801010.SI,20251111,2.66
801010.SI,20251112,2.65
801010.SI,20251113,2.67
801010.SI,20251114,2.66
801010.SI,20251117,2.64
801010.SI,20251118,2.63
801010.SI,20251119,2.63
801010.SI,20251120,2.61
801010.SI,20251121,2.57
801010.SI,20251124,2.58
801010.SI,20251125,2.59
801010.SI,20251126,2.57
801010.SI,20251127,2.57
801010.SI,20251128,2.61
801010.SI,20251201,2.6
801010.SI,20251202,2.59
801010.SI,20251203,2.57
801010.SI,20251204,2.55
801010.SI,20251205,2.57
801010.SI,20251208,2.58
801010.SI,20251209,2.54
801010.SI,20251210,2.57
801010.SI,20251211,2.55
801010.SI,20251212,2.57
801010.SI,20251215,2.6
801010.SI,20251216,2.59
801010.SI,20251217,2.57
801010.SI,20251218,2.57
801010.SI,20251219,2.59
801010.SI,20251222,2.61
801010.SI,20251223,2.59
801010.SI,20251224,2.57
801010.SI,20251225,2.59
801010.SI,20251226,2.6
801010.SI,20251229,2.62
801010.SI,20251230,2.64
801010.SI,20251231,2.61
801030.SI,20221010,2.26
801030.SI,20221011,2.3
801030.SI,20221012,2.35
801030.SI,20221013,2.34
801030.SI,20221014,2.39
801030.SI,20221017,2.4
801030.SI,20221018,2.4
801030.SI,20221019,2.36
801030.SI,20221020,2.35
801030.SI,20221021,2.34
801030.SI,20221024,2.31
801030.SI,20221025,2.28
801030.SI,20221026,2.31
801030.SI,20221027,2.28
801030.SI,20221028,2.17
801030.SI,20221031,2.13
801030.SI,20221101,2.19
801030.SI,20221102,2.22
801030.SI,20221103,2.24
801030.SI,20221104,2.3
801030.SI,20221107,2.32
801030.SI,20221108,2.32
801030.SI,20221109,2.32
801030.SI,20221110,2.28
801030.SI,20221111,2.32
801030.SI,20221114,2.3
801030.SI,20221115,2.35
801030.SI,20221116,2.33
801030.SI,20221117,2.32
801030.SI,20221118,2.3
801030.SI,20221121,2.32
801030.SI,20221122,2.3
801030.SI,20221123,2.3
801030.SI,20221124,2.33
801030.SI,20221125,2.31
801030.SI,20221128,2.29
801030.SI,20221129,2.33
801030.SI,20221130,2.33
801030.SI,20221201,2.35
801030.SI,20221202,2.36
801030.SI,20221205,2.37
801030.SI,20221206,2.39
801030.SI,20221207,2.38
801030.SI,20221208,2.39
801030.SI,20221209,2.4
801030.SI,20221212,2.37
801030.SI,20221213,2.35
801030.SI,20221214,2.35
801030.SI,20221215,2.36
801030.SI,20221216,2.33
801030.SI,20221219,2.3
801030.SI,20221220,2.28
801030.SI,20221221,2.28
801030.SI,20221222,2.23
801030.SI,20221223,2.2
801030.SI,20221226,2.25
801030.SI,20221227,2.27
801030.SI,20221228,2.24
801030.SI,20221229,2.24
801030.SI,20221230,2.24
801030.SI,20230103,2.27
801030.SI,20230104,2.27
801030.SI,20230105,2.29
801030.SI,20230106,2.32
801030.SI,20230109,2.33
801030.SI,20230110,2.31
801030.SI,20230111,2.3
801030.SI,20230112,2.3
801030.SI,20230113,2.31
801030.SI,20230116,2.34
801030.SI,20230117,2.35
801030.SI,20230118,2.35
801030.SI,20230119,2.37
801030.SI,20230120,2.39
801030.SI,20230130,2.41
801030.SI,20230131,2.43
801030.SI,20230201,2.47
801030.SI,20230202,2.48
801030.SI,20230203,2.48
801030.SI,20230206,2.45
801030.SI,20230207,2.46
801030.SI,20230208,2.46
801030.SI,20230209,2.49
801030.SI,20230210,2.49
801030.SI,20230213,2.51
801030.SI,20230214,2.53
801030.SI,20230215,2.51
801030.SI,20230216,2.46
801030.SI,20230217,2.47
801030.SI,20230220,2.5
801030.SI,20230221,2.52
801030.SI,20230222,2.5
801030.SI,20230223,2.5
801030.SI,20230224,2.49
801030.SI,20230227,2.5
801030.SI,20230228,2.51
801030.SI,20230301,2.51
801030.SI,20230302,2.51
801030.SI,20230303,2.5
801030.SI,20230306,2.49
801030.SI,20230307,2.44
801030.SI,20230308,2.44
801030.SI,20230309,2.44
801030.SI,20230310,2.4
801030.SI,20230313,2.39
801030.SI,20230314,2.36
801030.SI,20230315,2.37
801030.SI,20230316,2.33
801030.SI,20230317,2.34
801030.SI,20230320,2.33
801030.SI,20230321,2.35
801030.SI,20230322,2.34
801030.SI,20230323,2.34
801030.SI,20230324,2.33
801030.SI,20230327,2.32
801030.SI,20230328,2.31
801030.SI,20230329,2.29
801030.SI,20230330,2.3
801030.SI,20230331,2.31
801030.SI,20230403,2.31
801030.SI,20230404,2.28
801030.SI,20230406,2.27
801030.SI,20230407,2.29
801030.SI,20230410,2.27
801030.SI,20230411,2.26
801030.SI,20230412,2.25
801030.SI,20230413,2.24
801030.SI,20230414,2.25
801030.SI,20230417,2.28
801030.SI,20230418,2.27
801030.SI,20230419,2.25
801030.SI,20230420,2.22
801030.SI,20230421,2.15
801030.SI,20230424,2.13
801030.SI,20230425,2.08
801030.SI,20230426,2.09
801030.SI,20230427,2.09
801030.SI,20230428,2.07
801030.SI,20230504,2.05
801030.SI,20230505,2.02
801030.SI,20230508,2.03
801030.SI,20230509,2.02
801030.SI,20230510,2.03
801030.SI,20230511,2.03
801030.SI,20230512,2.0
801030.SI,20230515,2.03
801030.SI,20230516,2.02
801030.SI,20230517,2.02
801030.SI,20230518,2.01
801030.SI,20230519,2.01
801030.SI,20230522,2.03
801030.SI,20230523,2.02
801030.SI,20230524,2.02
801030.SI,20230525,2.0
801030.SI,20230526,1.99
801030.SI,20230529,1.97
801030.SI,20230530,1.96
801030.SI,20230531,1.94
801030.SI,20230601,1.95
801030.SI,20230602,2.0
801030.SI,20230605,1.99
801030.SI,20230606,1.97
801030.SI,20230607,1.95
801030.SI,20230608,1.95
801030.SI,20230609,1.94
801030.SI,20230612,1.96
801030.SI,20230613,1.96
801030.SI,20230614,1.96
801030.SI,20230615,1.99
801030.SI,20230616,1.99
801030.SI,20230619,1.98
801030.SI,20230620,1.96
801030.SI,20230621,1.94
801030.SI,20230626,1.93
801030.SI,20230627,1.97
801030.SI,20230628,1.96
801030.SI,20230629,1.96
801030.SI,20230630,1.99
801030.SI,20230703,2.0
801030.SI,20230704,2.0
801030.SI,20230705,2.0
801030.SI,20230706,1.99
801030.SI,20230707,1.98
801030.SI,20230710,2.0
801030.SI,20230711,2.02
801030.SI,20230712,2.02
801030.SI,20230713,2.04
801030.SI,20230714,2.04
801030.SI,20230717,2.03
801030.SI,20230718,2.05
801030.SI,20230719,2.04
801030.SI,20230720,2.04
801030.SI,20230721,2.04
801030.SI,20230724,2.02
801030.SI,20230725,2.05
801030.SI,20230726,2.06
801030.SI,20230727,2.05
801030.SI,20230728,2.06
801030.SI,20230731,2.07
801030.SI,20230801,2.07
801030.SI,20230802,2.06
801030.SI,20230803,2.05
801030.SI,20230804,2.05
801030.SI,20230807,2.03
801030.SI,20230808,2.04
801030.SI,20230809,2.04
801030.SI,20230810,2.04
801030.SI,20230811,2.01
801030.SI,20230814,2.0
801030.SI,20230815,1.99
801030.SI,20230816,1.97
801030.SI,20230817,1.98
